title,content,tags
De-hulling pumpkin seeds for research,"I want to conduct research on the inner part of the pumpkin seeds. I find it difficult to remove the shells one by one by hand. What is the best method for dehulling pumpkin seeds (for research purposes)?
",pumpkin
Can I freeze bread dough after the first rising?,"The bread dough that I am making calls for it to rise for 1 hour, knead for 5 minutes, then rise for another hour, shape into loaves, rise for 45 minutes, then bake.  So can I freeze the dough after the first rise?
",bread
Are cockroaches a usable source of protein?,"Bear with me, this is an entirely serious if not necessarily particularly practical question :)
In The Damage Done, perhaps the best known notionally non-fiction Thai prison story (and, apparently, soon to be a movie), there are a lot of disgusting, gruesome and/or on occasion quite implausible stories, like elephants playing soccer using balls with prisoners inside.
One of these stories involves our hapless protagonist being thrown into ""the hole"" (isolation) for months, with only water and spoiled rice to eat.  According to the book, he survived because he was taught by Thai prisoners sharing the same fate to trap the plentiful cockroaches, feed the rice to them and then eat the cockroaches (yum yum!), which apparently also served as a source of protein.  Would this actually work?  More specifically, can cockroaches (or insects in general) convert a simple starch into protein, and would you get sick eating them?
","food-safety, thai-cuisine, budget-cooking"
Flavour Enhancer 635 and Vegetarian,"The flavour enhancer E635 is a combination of E627 (disodium guanylate) and E631 (disodium inosinate) and is in Fantastic Noodles (Chicken).
If I am correct, the flavour enhancer 627 is isolated from sardines and/or yeast extract and 631 can be prepared from meat extract and/or dried sardines. If 635 is made out of 627 and 631, is it considered vegetarian as 627 and 631 contain sardines and/or meat extract?
If not, does this make the noodles non-vegetarian?
","flavor, vegetarian, additives"
Groceries left out on the counter,"I accidentally left my groceries out on the counter for an hour. Some frozen fish and frozen fruits and vegetables. Are they still good? Especially the fish? 
","fish, frozen"
What is the best water to use for yeast being used in bread making?,"I'm just starting back on the road to bread making, and I have been wondering about the water that I am using, and how it will affect the yeast.  Do I just use (1) the stuff that flows from my pressure water system, (2) the water from my drinking water filtered system or (3) go out and buy bottled water? For #1 I just open the tap - the water that comes out of it is de-salinated using RO.  #2 is the same water but put through two filters, I use this for drinking.  #3 the bottled stuff, but if I go down this route, what type - filtered or purified (is there a difference- see below)? How will my yeast react?  So, had a mooch around google and found all sorts of articles (below), but am still wondering.  What is the best water to use for yeast being used in bread making?
This is a fascinating article 
A bit more info here
These guys seem to know a thing or two
","bread, yeast, water, filters"
Why is the dough in cheap pizza places so bad?,"I notice that in small, cheap ""sub-shop"" type pizza places the crust is almost always bad, what I call ""spongy"", having a rubbery texture and often little air bubbles.
Higher class, brick oven type places, like Bertucci's or Pizzeria Regina have a much better dough which is not rubbery.
Why is this? I know that Bertucci's makes their own dough because I can see them make it from flour. Is that the reason, the cheap places are buying pre-made dough and then freezing it or something?
Note that this question is about thin-crust Neapolitan pizza, not deep dish.
","dough, pizza, neapolitan-pizza"
How hot is the bottom of a pot of boiling water?,"I need to put a plastic bag in a pot of boiling water.
The bag is rated to handle up to 200C (400F).
I will be using a stainless steel (or aluminum) pot on a gas stove.
I am worried that the temperature of the metal touching the plastic bag will go higher or near the limit of what the plastic can handle, and it may affect the plastic bag integrity or the safety of the food.
I suppose, water inside the pot should be bringing down the temperature to near boiling temperature.
I do not have any temperature measuring equipment.
Anyone before has measured the temperature of the metal inside the pot, preferably near the middle (at the hottest possible point) ?
","food-safety, equipment, temperature, sous-vide, water"
"Difference between saucepan, frying pan and skillet","What, if anything, is difference between a saucepan, frying pan and skillet? I am heating up some frozen vegetables and the directions said to boil 1/4 in a saucepan. This doesn't really work as 1/4 cup is not much and the pan I used is so large it barely covers the whole surface.
To be complete, the word ""pan"" in general means any flat metal surface I take it? For example you could also have a baking pan. 
","language, pan"
White chocolate baking in cake batter,"Can I chop up a white chocolate baking bar or melt it all and then fold it into vanilla cake batter? I'm wondering if that could make me a white chocolate cake. 
",baking
Frying - Oil foams,"I am relatively new to deep-frying. Having seen the questions about oil reuse and conservation, I'm still at a loss about what's going on with my oil...
My sunflower oil foams like crazy. I've been reusing this oil for a while now and was going to discard it, however a friend of mine told me this oil was still looking good. Relatively clean (I filter it regularly), no off smell and it doesn't smoke (in my fryer, that is). I only fry potatoes in this batch of oil to avoid flavor transfer. These are cut into French fries, chips or straw potatoes. Specially the chips and straws retain a lot of water, and I guess that has something to do with it.
Also, I noticed the frying takes longer with the foaming oil.
Edit: I've tried poaching(?) the French fries, but they foam during poaching. Then when frying, they really foam. I have to keep an eye on it or the oil spills over the top. Anything I can do about it, or should I just go ahead and discard the oil altogether?
Edit: Serious Eats has an article about frying oil.
","oil, potatoes, food-preservation, deep-frying"
Easiest way to strain fry oil?,"What is the easiest way to strain fry oil?
I strain fry oil so it can be reused.
I've been using cheesecloth put inside a funnel.  
It works but it's a bit messy and a hassle.  Is there a better way?
Can you use a coffee filter or something like that?
","oil, deep-frying"
How to clean an induction stove from overheat?,"After all water in teapot was boiled, an empty teapot was left on the surface and stove was turned on. You can see the spot on the photo. Is there some ways to fix or clean this?
Induction hob model BOSCH PIB673F17E.
 
","cleaning, stove, induction"
What is the name of this Czech bread?,"I recently went to a Czech restaurant and ordered the meal pictured below. It was well made and is one of my favorite meals at that restaurant. I want to try and make the ""bread"" (if that's what it's called) that was on the dish, but I can't figure out what it is. Here's a photo of it:

My best guess is that it's some kind of potato bread.
",bread
Cleaning tin discoloration on copper/tin lid,"I have a tin-lined copper sauce pan from Rameria Mazzetti, which I love, but I notice the tin discoloring. I have read that it is normal that the tin becomes dull/gray when you cook in it.
My question concerns the lid: it has gotten some weird brown patterns after cooking with it a couple of times. Is this normal? Can it be cleaned without damaging the tin layer? A wipe with a sponge and soap doesn't do anything.

","equipment, cleaning, copper-cookware"
How to tell if eggs are rotten,"Over the past couple of weeks our local supermarket has been selling eggs very cheaply.  (large eggs for half the price of medium eggs).  So we've been eating a lot of eggs, not a problem, but I still have a few dozen left and need the counter space.  I am well aware of the drop them in water and see if they float technique - here and here.  But I have been finding that a few have slipped through the net. My question is: Are there any other fool proof methods to telling if an egg has gone off or not?
Please note that the first link is a site that I own, it's just that I wrote an egg page a long time ago.
","eggs, freshness"
"How do I wash the ""pokey"" side of a box grater?","I have this box grater, and one of the sides is ""non-directional"" (not sure what this is called) -- that is, the pointy ""blade"" things are on every side of the holes:

Close-up:

The fibers you see are from ginger.
My question is: How do I clean this side of the grater?

Sponges and rags get torn apart and the fibers are left on the grater.
Brillo pads same deal, of course.
I tried rubbing it out with my fingers but, you know: Ouch.
Even scrubbing from the inside doesn't do much like it does for the directional sides of the grater. The food isn't stuck in the holes, it's stuck on the little points.
Rinsing it under the highest pressure water my sink has doesn't blow away the food matter either, it's just all snagged there pretty tightly.
I found this page about graters and the author there seems to just avoid that side of the grater specifically because of how hard it is to clean, so perhaps there is no hope here.
I do not have a dishwasher. 

Even though the above picture has ginger fibers on it, I'm not looking for techniques just for this specific case (that just happened to be what was stuck on the grater when I took the picture). I have the same problem with this side of the grater no matter what I grate, e.g. cheese, even hard cheese, leaves bits of cheese there, which are slightly easier to remove with hot water than tangled fibers are, but still not easy.
What can I use to quickly and conveniently clean this after each use? The cleaning difficulty makes this my least favorite kitchen tool. I'm never excited when it looks like I have to use it.
","equipment, cleaning, grating"
Alternatives to ready-made buttermilk,"When a recipe calls for liquid buttermilk, is it OK to do any of the following?

Is it OK to convert powdered buttermilk to liquid buttermilk and use it? If so, how many powdered spoons per a cup of water?
Is it OK to convert regular milk to buttermilk by adding vinegar or lemon? My understanding is you can do that, but not not sure how the final taste would be affected. If it is OK to do that, how many spoons of vinegar or lemon per a cup of milk?

Thanks.
","substitutions, buttermilk"
Extracting flavor from lemon zest,"What are some good ways of getting the most flavor out of lemon zest and into sugar+water?
I’ve steeped them in the liquid that was just to the boil and left it to cool.
But I wonder what better techniques might be available.  I beleive that the “essence” is oily and doesn’t wash out into water-based solutions easily.
What would Alton Brown do?
","lemon, syrup"
What is a good technique for making candy floss (cotton candy)?,"I have a candy floss machine, but I'm struggling to get the floss all together. It just flies around and makes a mess of the bowl.
It looks like this:

What is a good technique for making a stick of candy floss?
","equipment, candy"
Making Tomato Sauce from Tomato Paste,"I've been trying, on-and-off when I have time, to make tomato sauce from a 5 1/2 oz can of tomato paste, but haven't figured out the right proportions of ingredients.
I've been combining a can of tomato paste with about 16 oz of water and some sugar to cut the acidity, and reducing it a little, but all I end up with is watery tomato paste.
It's more likely that I am missing a key ingredient (like a can of diced tomatoes) than a critical preparation step, but I'm curious about other people's experience.
Edit
By ""tomato sauce"", I mean something functionally equivalent to a store-bought jar of pasta sauce. 
Why would anyone want to do this? I honestly have no good reason. It is mere curiosity on my part. Is it possible to get edible results? Or is it guaranteed to be a complete waste of time, not worth even experimenting with?
","sauce, tomatoes"
"What does ""bring to a simmer"" mean?","First, a confession: I work in software, so I'm probably paying way too much attention to the state of liquid that is ""a simmer"". That written, I love to cook, and no recipe direction gives me more confusion, sadness, and googling than ""bring to a simmer"". Accept no substitute. I find this to be the most vague direction in all of culinary science, and it drives what's left of my organized mind insane.
So here's the setting. I'm making vichyssoise, because I'm intrigued by the possibility of making a dish that has no color at all. I've been instructed to ""bring to a boil and simmer the soup for 35 minutes.""
The internet is filled with unsatisfying and at times contradictory answers. My research yields a few prototypical examples:

""Simmer"" means ""low or off position,"" suggesting basically no heat at all.
To ""simmer"" is to heat to a temperature point just off boiling, generally acknowledged as somewhere around 95 degrees C or something like 195 degrees F. 
""Simmer"" is something like a ""soft boil,"" a vague state that appears to be between ""not bubbling"" and ""roiling"", but which by definition must boil in some way, since you know, it's bubbling.

Each of these examples mean fundamentally different things. As far as I can tell, a ""simmer"" is a phase transition whereby the suspension in question, whatever the soup, sauce, or solid (apparently you ""simmer"" bratwurst, you never boil it) may be, cooks in a way that only years of experience or training can identify. Hence, my question:  
What does ""simmer"" mean? Does it differ per recipe or is it universally defined? 
EDIT: Did a bad copy/paste job from another window. 
",temperature
Making hard cheese from milk by vinegar,"I tried to make hard cheese from raw milk by a common recipe: heating milk to about 190 F, then adding vinegar to curdle. However, I faced three issues:

Different recipes suggest 1/4 - 1/8 cup of vinegar for one gallon of milk, but in my case, the milk does not curdle with less than 1/2 cup for a gallon of milk.
The cheese produced is very soft. When I try to squeeze the cheesecloth (even think and double layer), the cheese is coming out of the cheesecloth pores. Then, I cannot remove more water from the cheese to make hard cheese.
When I separate the whey, it still contains cheese, and after heating the whey, it produces a lots of cheese (even more than the first step).

Is there anything wrong with my method? 
The cheese produced is quite good, and I just cannot go further to make hard cheese. A possible source of problem can be the size of my curds in the milk suspension, which is smaller than those shown in the vidoes posted on the internet (not forming big lumps; but I have no idea what can be the reason.
","cheese, milk, cheese-making"
What caused the crust on on the top of my bread to separate from the rest of the loaf?,"I used this Portuguese sweet bread recipe. The bread came out with a great crumb, great flavor, and a great crust. The problem is that the crust on the top separated from the crumb on the top of the bread:

I followed the recipe. The only change I made was that I refrigerated the dough after the first rise and shaping for 12 hours and baked it the next morning after letting it warm to room temperature. Anyone?
",baking
"Cooking beef goulash in a slow cooker with a temperature controller, what temperature?","I bought a slow cooker:

and connected it to a temperature controller:

Usually precise temperature control is employed in sous-vide, but I don't want to cook food in plastic bags, only I want to adopt to precise temperature control for making the perfect tender goulash out of cheap goulash beef meat (which can be almost any part of beef which is not nice enough to be sold as a prime part).
I am not going to sear the meat, because of AGEs concern.
So I am cutting the meat into pieces, putting in the slow cooker with vegetables (little or no liquid, the meat and vegetables is gonna give off plenty of its own), and then sticking the temperature controller probe into a piece of meat through a small hole in the lid.
Now I am wondering what temperature and time would be ideal for this exercise? I know I will need to experiment myself, but maybe someone already did this, and if not, at least what values to start experimenting not to have to many failed dinners, and also not have to wait unnecessarily long.
I can probably set it to 65°C (150°F) and wait 3 days, but is it likely to produce a better goulash then some higher temperature at which it will be done in 8 hours? There is probably some point in decreasing temperature and increasing time at which the improvement is infinitesimal or even negative.
Bear in mind in there there are also vegetables like carrots, celery root, parsley root, leeks, radish, swede/rutabaga, and I would prefer them not to be completely unrecognizable. 
","temperature, cooking-time"
Why is lettuce rarely cooked?,"Most, if not all, of the lettuce I've seen has been uncooked, usually as a salad, wrap, or garnish. I don't recall ever seeing it being heated, even though visually similar leafy vegetables, like cabbage or kale, are often cooked. I have a feeling that this has something to do with the lettuce's water content, but that's just idle speculation.
Why isn't lettuce usually heated as part of the cooking process? I'm mainly looking for what happens when it is cooked that discourages people from cooking it, but I'd also like to know the scientific explanation. Instances of successful lettuce-cooking, if such exist, would be welcome, as well as explanations about what makes the cooking work in that particular situation.
",lettuce
Scurvy grass - preparation and kitchen utensils,"So, as many of you may know, I live on a boat, traveling the world by sea.  Though today in most places it is possible to obtain at least some decent nutrition no matter where (Azores sometimes impossible), I am interested.  Scurvy Grass, what is the best preparation for it and do I need any special utensils? 
I have found this and that.
","vitamins, grass, scurvy"
Do I need to worry about differences in produce in foreign recipes?,"I am from Egypt and so I think some produce is different from the ones in Europe or the US where most of the recipes found online are written. Should I stick to a regional cook book or is the variation in things like garlic, onions and tomatoes unnoticeable?
","ingredient-selection, produce"
How can I prevent simple syrup from crystallizing?,"When I store it in the refrigerator, my simple syrup always seems to crystallize.  How can I prevent this?  How long should I expect simple syrup to keep?
","sugar, syrup, cocktails"
How does fat affect gluten development in strudel/phyllo dough?,"I'd like to prepare a strudel/phyllo dough from scratch,
and I have noticed that the recipe calls for about 10%-12% of olive oil mixed into the strudel dough.
I have learnt that oil and/or fat inhibits gluten development. On the other hand, I've read that oil makes the dough more flexible so it can stretch easily (I don't know why or how it does it).
Can you please explain these features of oil in the context of strudel dough?
Also, why does resting the dough help it to be more flexible?
","baking, fats, pastry"
How do I fix grainy and chewy caramel corn?,"I made caramel corn and it came out grainy & chewy. How do I fix it?
","corn, caramel"
My sourdough starter has turned yellow is it still good?,"I have two sourdough starters going one I keep in the frig. the other on the counter. The one on the counter has all of a sudden turned yellow. It was fine yesterday and when I went to feed it today it had a crusty film on top and it is a pale yellow. Is it still good? 
Neither one of my starters has hooch is that normal?  They have been going for about 3 to 4 weeks. They also are not very sour smelling. Will this just mean the bread wont be very sour? I got the start from a friend I used it and the bread was great. I saved some to do the two starters I have.
Thank you for any help
","bread, sourdough, starter"
Do tomato-based sauces change/enhance flavour when left in the fridge?,"I cooked some green beans in a tomato-based sauce then ate some and left the rest in the fridge 3 days ago. I tasted it today, and it was better than I remember: is this a known phenomenon or am I not remembering right?
","sauce, tomatoes"
How can I chop onions without crying?,"Onions are an excellent addition to many dishes, but cutting them can be frustrating when they make you ""cry"" all the time.
Does anyone know any tips or tricks to help minimise the tears when chopping onions?
","onions, knife-skills"
Does red wine vinegar and red vinegar taste same?,"I am going to cook salad for my lunch, I checked a for recipes. I just eat halal food and wine is not halaf, so I am going to use red vinegar (which I don't know even exist) instead of red wine vinegar. Do they taste same? 
This is one of the salads I decided to make; I want to make just vegetable and fruit salad.
","wine, vinegar, salad"
How can I store chopped onions in the fridge without the smell?,"I am cooking for a large group and am trying to do as much as I can in advance.  One thing I would love to do in advance is chop several onions.  I have done this before with a single onion; I stored the chopped onion in a plastic storage container (sealed with the lid) in the fridge.  About 6 hours later, the smell of onions was very strong both in the fridge and on everything that was in the fridge.  I can't imagine it with 4-6 onions!
What can I do to avoid the smell, not ruin everything in my fridge, but still be able to do the preparation 6-8 hours in advance?
","storage-method, onions, refrigerator"
Why is almond bark called almond bark?,"Almond bark (the candy coating) seems to have no almond in it, why is it called almond bark?
",almonds
What is the difference between making a cheesecake with confectioner's sugar vs. normal sugar?,"I would like to make a cheesecake with confectioner's sugar and though it's been awhile since I've made cheesecake, I believe I used normal sugar before. However, I only have confectioner's sugar on hand at the moment.
","baking, cake, sugar, cheesecake"
What is the most efficient way to squeeze water out of cooked spinach?,"I'm cooking a bunch of spinach for making a spinach and ricotta filling. I need to get as much water as possible out of the spinach, and I'd prefer not to make a big mess in the process. In the past, I've wrapped a few handfuls at a time in a towel and squeezed out the liquid. This leaves me with a messy, green stained towel and requires a lot of twisting that doesn't seem maximally effective.
",spinach
Is Teflon coated plate for electric tandoor better (safe) or should one prefer an aluminium plate?,"Is Teflon coated plate for electric tandoor better (safe) or should one prefer an aluminum plate?
This isn't a standard ""is Teflon dangerous"" question.
Everyone knows that Teflon shouldn't be used at high temperatures. However, the inside of a tandoor will obviously be exposed to high temperatures. So logically a Teflon plate shouldn't be used. But the makers give this as an option and claim that it is better than an aluminium plate. So I just want to know if I'm missing something out or there is something off with my reasoning.
TIA
","oven, heat, aluminum-cookware, teflon"
Should I fill up a double boiler or leave an air gap?,"I have a double boiler that looks like this:

I have been trying to use it to warm soup, but the soup heats up very slowly.
Currently, I have just an inch or two of water in the bottom, so the porcelain part is not actually touching very much of the water. Most of the heating seems to be by steam. Should I fill up the bottom part more so that the porcelain has water all around it?
","cookware, warming"
"To much green pepper in my chili, can I fix it?","Can I fix it? What can I add, everything I see says about pepper. It has to much green pepper in it.
","chili, bell-peppers"
Can dry ice in a liquid poison you?,"I remember hearing a long time ago that putting dry ice into a liquid that is then consumed by people could potentially poison them.  I was just looking at halloween drink recipes and a few of them used dry ice in the liquids that people were drinking.
So, can putting dry ice in a liquid (say, punch) and then drinking that liquid poison you?  Or ws this information wrong?
Please note, I do not mean that the carbon dioxide that's released into the atmosphere can poison you, I mean the physical consumption of the liquid that the dry ice was put in.
",food-safety
Induction cooking pan bottom is concave - will this affect performance?,"I've just installed a convection cook top, I've researched it and am confident in my purchase. My question has to do with cookware. I've read reviews and bought a Cuisinart set that is ""induction ready"". I've cooked a few things with them and they work. I noticed that the bottom isn't truly flat though. 
On a 12-inch skillet, the centre of the pan is 1/8 inch concave. I understand how an induction burner works (thanks to your site), and I want to take advantage of the efficiency of it. Is this a ""flat bottom"" or would a truly flat bottom pan be more efficient? Thanks for any insight to this, maybe I'm being picky, just want the best, thanks.
","cookware, induction"
What can I substitute for hot Korean chili oil in this pork noodle recipe?,"Our local supermarket sells fantastic pork, normally also on offer.  Yesterday I bought a kilo of cubed pork (magro). Yesterday we had kebabs, today perhaps Asian.
So, I've thought about making this Korean noodle dish.  I have never been that good at replicating authentic Asian food, but I'm always willing to have a go.  It's Sunday and the shops aren't open around here.  The recipe calls for - 'Hot Korean Chili Oil', is there something 'different' about it or can I substitute it for what I have in the cupboard?
","substitutions, pork, korean-cuisine"
Technique for peeling boiled potatoes,"This recipe calls for boiling Yukon gold potatoes with their skins on, then peeling them. I don't really know why, I just decided to follow it.
I find that I am unable to peel boiled potatoes in any reasonable amount of time because they are soft, slippery, and very hot. I have tried:

Sticking a fork in one end to hold it down as I peel. Cumbersome and potatoes generally split on the fork while I'm working.
Holding the potato in my hand as normal. Result: 1st degree burns, 2nd if I'm really being stubborn.
Wearing a silicone oven mitt. Cumbersome and mitt gits in the way.
Let them cool. But this takes a long time and also, then they're cold...

So, two questions:

Anybody got any tricks for this?
Why boil then peel, won't I get the same results if I just peel them before I boil them like I usually do when I need cooked, skinless potatoes?

","potatoes, boiling, peeling"
Do scratches on electric range burner elements affect its performance or function?,"My electric range is about 5 years old and over time the burner elements have become scratched- it looks like coating is being worn off- is that normal and does it affect the performance or function of the burner?

",electric-stoves
"When you cook spaghetti, do you add olive oil to the boiling water?","Many people (at least in Germany) think that Italians add olive oil to the boiling water for spaghetti. However, Italians tend to tell the opposite (from my experience).
So, can you please state objective reasons for or against adding olive oil to the boiling water for spaghetti?
","oil, boiling, olive, spaghetti"
Why does peanut butter become very hard when adding egg yolk?,"I'm making some peanut butter meringue-type cookies and I noticed that when I mix the egg yolk into the peanut butter, the mixture immediately becomes very hard and stiff. Based on the speed, I'm guessing there's some sort of chemical reaction. The peanut butter I'm using is just peanuts and salt and the ratio is 225g peanut butter: 1 egg yolk. I'm very curious as to why this happens. It doesn't affect the finished cookie, but it does make it very hard to fold in the meringue.
","eggs, peanut-butter, yolk"
What nondairy milk does not curdle when heated?,"I like to heat my milk for coffee (and use the microwave to do so) but I find with Soya Milk it curdles. Does anyone know of any other non-dairy milk that one can heat in a microwave please?
","substitutions, milk"
Does the choice of peppers affect the 'flavor of the heat'?,"Working with a variation of this chili recipe I meticulously cleaned my peppers of seeds and veins to produce a 'milder' chili. Unfortunately this batch was almost 'too mild' (heat wise, the flavor was very good). I am thinking that next time around I will leave in some of the seeds/veins to give it just a bit more 'kick'. 
The question is, given the choice of Anaheim, poblano and jalapeno peppers would it matter to the flavor which pepper I allow to be the source of the heat? I know that each pepper has it's own unique flavor to offer and each is going to provide a different 'level' of heat, but will the 'heat' taste differently based on the choice of pepper?
[for anyone interested, the variation that I apply is to substitute buffalo for ground beef and fresh tomatoes for the canned, I don't believe either should affect this question.]
","chili-peppers, chili"
How can non-hydrogenated shortening exist?,"I'm having a hard time looking up this question, but I have some palm oil shortening and I see some coconut oil shortening that are both non-hydrogenated. I thought the oils would be more liquid than solid at room temperature, if they aren't hydrogenated. 
Am I confused?
","fats, shortening"
What can I do with the fat skimmed from chicken stock?,"Two days ago I prepared some chicken stock. During the preparation, I took care to skim the grayish foam (as per procedure) and all went well. I usually freeze it for future use but this time I didn't have the time, so I put the stock in the fridge.
Later on I noticed a thin yellowish crust formed at the top of the cold stock. My guess is that it's fat that separated from the rest of the stock, so I skimmed it and saved it.

Is it really fat?
What can I do with it?
Should I return it to the rest of the stock? 
Would the lack of fat adversely affect the stock?

","fats, chicken-stock"
Corn starch is too sweet for me.,"I'm not an experienced baker, so I need a little help. I don't like the sweet taste corn starch leaves in some items I bake, like cornbread (cornbread is not supposed to be sweet, that's cake).  Do alternative thickeners such as arrowroot or tapioca flour leave a sweet taste?  
Thanks for your help! 
","corn, starch"
What would I have to add if I wanted to substitute blueberry juice for light cream in this pie recipe?,"I'm going to be making this pie recipe:
http://ediblejersey.com/editorial/summer-2011/ricotta-blueberry-pie/
I have a bag of frozen blueberries that are now blueberries in their own juice, would i be able to substitute the blue berry juice for the light cream 1:1 or should I add something else?
Thank you!
","substitutions, pie, cream"
Substitutes for Turkish red pepper paste (biber salçası)?,"I'm interested in trying out a few Turkish recipes that call for red pepper paste (biber salçası). This is the only ingredient I can't seem to find at any local stores.
Are there any good substitutes for this? I would imagine gochujang is probably not a good fit (it's too sweet) and that other pepper sauces (sriracha, tabasco, etc.) probably have the wrong flavor profiles.
","substitutions, chili-peppers"
How do I take the heat out of my chili?,"I made chili and it's too hot! If I cook it longer will the heat calm down?
",chili
temperature of food in the microwave,"Is there any way to know the temperature of food cooking in the microwave?  
I am making candy in the microwave and need to be able to cook it to the soft crack stage [290-300 degrees].  How do I know when it reaches this temperature?
",temperature
How long do cooked beans keep in the fridge,"From my reading I do not find cooked vegetables in the proposed duplicate. 
How long can I store a food in the pantry, refrigerator, or freezer?  There is a general ""cooked dish"" of 3-4 days.  If that is answer then OK.  I was hoping there might be specifics on cooked beans.  
I like burritos and tacos with beans for quick meals.  
I crock 2 cups of pinto beans, 1 red onion, 2 jalapeno peppers, and some chili powder. Mash it down and refrigerate in a sealed container. I heat the beans in a skillet. I always get them up to boiling to bring down moisture. If I cook down the moisture up front they can dry out in the fridge and are a lot easier to mash down with extra moisture.  
My question is how long is it safe to refrigerate?  
I have some that are like 7 days now but they smell and taste fine.
There is a slight white film but I have seen that after just one day in fridge before.  What looks gray / stringy is not really there - that is just a glare in the picture.

","food-safety, beans"
How do I adjust cooking time/temperature for peanut brittle?,"When I used a recipe for peanut brittle that worked in a higher altitude in a microwave it burned.  Should I use less time or power?  How do I know it is the temp. for a nice brittle?
","cooking-time, microwave"
Cooking stove vs cooking on open camp fire,"What are the advantages/disadvantages of cooking over an open campfire made with firewood as opposed to cooking on a propane gas stove? And which should one use for which occasion?
EDIT: Thanks everybody for the answers. For a propane stove, if we are carrying it to cook in wet weather, how does this help? We cannot light it inside the tent and if we take outside, the stove will surely go out in case of rain. No?
",camping
what makes red tomato sauce turn orange in colour?,"I have noticed that tomato sauce (having started with deep red tomatoes) can turn orange.
The colour change isn't from mixing in an ingredient of different colour such as cream. It seems to occur in these observed circumstances:

Blended using a blender or an immersion blender (boat motor).  The colour change is noticeable quickly (30 seconds or so)
Cooked tomato sauce for a long time (hours)

The sauce stays nice and red if taken off the heat quickly and not blended.
Some of the ideas are:

Oxidization: the immersion blender doesn't incorporate much air so this is unlikely.
pH change: this usually requires adding of other items such as vinegar.
Breakdown of seeds or something else in the tomatoes releasing something that causes the change in colour.  Although I think I've seen seedless tomato sauce also go orange.

This question also seems to have been asked on the serious eats forum without a substantive answer.
","food-science, tomatoes, italian-cuisine, chemistry"
Can I add uncooked noodles directly to soup?,"Most noodle soup recipes that I see call for boiling and draining the noodles separately, then adding them to the broth already cooked. Is there any reason that I can't just add the dry noodles 10 minutes before the soup is done, and add a little extra water or broth to compensate for that the noodles take? Doing it this way would allow the noodles to take up some of the broth's flavor, and also save dirtying an extra pot and a colander.  
","soup, noodles"
Why are chickpeas sprouted before grinding them into flour?,"I am about to make (or at least try to) my own chickpea flour.  Having had a good look around, my understanding is that I need to sprout my chickpeas first.  My question(s) therefore:  Why do I have to sprout my chickpeas?  Do I have to sprout my chickpeas?  What happens if I don't sprout them?  And lastly any other help...
","flour, grinding, chickpeas, sprouting"
Masking the grass flavor of green tea,"I would like to start drinking green tea regularly.
Unfortunately I am much more of a coffee drinker than a tea drinker.  On top of my general apathy towards tea I happen to think that green tea in particular tastes rather like grass.  This seems worse when I oversteep it, but I pretty much always taste an unpalatable flavor.  I have even experienced this flavor with green tea that contains other herbs for other flavor notes.  Since I have good reasons for drinking green tea at the moment, I'm trying to get around them.
At the moment I'm masking the flavor with sugar, sometimes lemon juice, and non-dairy creamer.  Is there something else that will counter the grassy flavor or at least mute it?  If there is, why does it work?
","flavor, tea"
Eucalyptus tea: is it safe to drink?,"I have a big Eucalyptus Gunnii (If I am not mistaken) tree just out my door. It smells splendid and I have always wanted to know if I could make tea out of its leaves. However, something stops me: I don't know this tree, it could be dangerous to ingest. Can you tell me otherwise?
This is what the tree looks like:

","food-safety, tea"
Are there any advantages to freshly ground salt?,"Recently, I've seen salt grinders sold in stores. I understand that freshly ground pepper has a plus over pre-ground pepper in terms of freshness and strength. However, salt to me seems like a mineral, as opposed to pepper which is, well, a pepper from a plant.
So, is there any plus in terms of taste and freshness to using freshly ground salt out of a salt grinder?
(I am obviously not talking about special flavored salts which contains other spices and herbs which would benefit from being freshly ground)
",salt
What size bowl for bread,"I have a bread recipe  for 1 loaf of bread I want to try. Does it matter what size of bowl I use to let it rise in?  I normally bake 2 loafs. Can I use the same bowl? I have a friend that told me it is to big and my bread wont rise correctly. I love her to death, but she really doesn't know everything like she thinks she does. I'm still new at bread making.
","bread, rising"
Why do frozen fishes have incision in the body?,"I've bought a lot of frozen fishes say a pompano or mackerels. I've noticed that whenever i defrost the fishes, all of them have a small incision in the stomach and these fishes are almost never bled out. Can someone tell me why is there an incision? Because it makes cleaning a lot harder for me. 
",fish
How to get my croissant flakier and bigger? Is it possible to get a hollow inside?,"I am slightly new to the puff pastry process and have gotten the layers and and folding. I use a three fold, and the temperature remains at a cool degree so the butter does not melt or seep out of the dough during the process. 
I just can't seem to get them bigger and flakier. I am using 7in / 18cm triangles and I stretch them out and roll them into the classic croissant shape. Then I egg wash them, sprinkle a little sea salt on top, let rise for 40 minutes, bake at 400F/200C for 10 minutes, and then at 350F / 180C until golden brown on top. 
Any suggestion or any way to get the results?
","baking, pastry, puff-pastry"
How do cooks prepare risotto in a restaurant?,"I'm not looking for a Risotto recipe. I make a pretty nice risotto, thank you very much.
But, making a risotto takes about 20 minutes.   It seems unreasonable to me that a cook would start from scratch in a restaurant.  
So how do they do it?  There must be some pre-cooking involved, and then it's finished off when ordered in about 5 minutes.
","italian-cuisine, restaurant-mimicry, risotto"
