title,content,tags
Transit Visa needed for Kuwait?,"I am travelling from Delhi to New York, will be transiting via Kuwait, since there is a stopover of 1 hour 40 mins at Kuwait. Do I need any transit VISA for kuwait in this situation?
I have an Indian passport. Will not leave the Kuwaiti Airport.
","customs-and-immigration, indian-citizens, transit-visas, kuwait"
Can I drive a car in Dubai with an IDP issued in Pakistan?,"Can I drive a car in Dubai with an international driving permit issued in Pakistan? Does it matter if I'm driving a rental car or a friend's car?
I hold a valid driving license from Pakistan, that license is valid for both car and motorcycle.
","driving, driving-licenses, uae"
Day trip to Shropshire Hills from Birmingham,"I will spend a weekend in Birmingham 3 weeks from now and I have no plans for Monday. I'd prefer to spend the day outdoors hiking, so I looked on the map and found Shropshire Hills AONB around 40 kms to the west.
I need to be back in Birmingham in the evening (have a plane back home at 21:30), I don't mind having to wake up early. What are the ways to get from Birmingham to Shropshire Hills by public transport (I'd prefer to not have to rent a car as I have no experience with driving on the left side of the road)? How much time will I spend travelling there?
Also, is the area better suited to hiking or biking? If biking is a good choice, is it possible to rent a bike there?
","public-transport, hiking, england"
I have to got to Spain and have lost my passport. What do I do?,"I have flight for 5 June for Spain and I've lost my passport and it's first time visa. Please give me information what i do?
","international-travel, spain"
Can I drive a car in the UAE with an IDP issued in India?,"I have an Indian Driving License, issued years ago, and valid up to 2030. I plan to travel to the UAE by the end of this month, and stay there for three months on a tourist visa.
I intend to drive rental cars mostly, and if necessary, friends' cars also, for personal use.
Can I use an International Driving Permit issued in India to drive in the UAE? 
I saw a similar question for Pakistan, and I couldn't find a reliable answer for India.
","india, driving-licenses, uae"
"Dual Citizen, leaving US to Travel to EU on EU passport","Here is my current situation. I am currently a dual citizen of the US and a EU country. I am currently waiting for my US passport to arrive but it might not arrive in time as I am desperately planning to travel to EU in about a month or so for vacation. 
I am to receive my EU passport sooner than my US one. Due to this, is it possible that I leave the US on my EU passport, then have the US passport shipped over to the EU and re-enter the United States with the US passport.
Please leave a comment if you have any past experience or knowledge on this situation.
",passports
Ration card for Schengen VISA application,"I want to go to Germany for tourism. In the list of documents required for visa, ration card is mentioned in civil status proof. But in my ration card, the address written is not my present address but my village's address. Will there be any problem in it?
","visas, schengen, indian-citizens"
How can I minimize the weight of the suitcase of my checked in luggage?,"I am going to travel soon and I need to maximize the weight of the content that I am taking in the checked-in luggage and minimize the weight of the bag/suitcase. Are there any tips for this?
I am thinking of taking a cardboard box. It's really light and cheap. It's also disposable at destination if I need to leave it behind. I am not sure one can take a card box and if it's strong enough/consistent to resist an trip (I've seen how luggage is handled).
I would appreciate some comments and other ideas/sugestions.
Note: When I write a ""suitcase"" I mean any kind of bag/container.
","air-travel, luggage"
What are the requirements for a UK passport photo?,"When applying for a UK passport renewal online, HM Passport Office seem strangely reluctant to tell you what the requirements are for the photo until after you've paid. After you've paid, you have a limited time to send everything off, so I prefer to get all of the required documents lined up before paying. What requirements must my passport photo fulfil?
","passports, uk-citizens, passport-renewals"
Air travel layovers: How to prolong them to see the city?,"Say I wanna go Malaga to Rio and the search engine offers me several options with layover at Paris CDG ranging from one to five hours.
Is there any way to tweak the results to have at least 14 hours of layover or even have the connecting flight depart the next day, so one can see Paris?
More specific: How can I combine flights to and from the hub myself, but have the advantages of the through-ticket (e.g. being safe, if one of the flights is cancelled or extremely delayed)?
(cities named are just token examples and don't need to be met specifically)
","air-travel, transit, layovers"
UK visa applied -no response after 15 working days and no sms till now,"ihave applied for uk visa from pune visa office on 20th april,2017 and i got sms for forwarding same to emabassy on 20th april. i got email from visa office on 10th may that they are processing visa  but now after completion of 15 working days  till date i.e. 16th May i have not heard anything further and no sms for any upadation or for any refusal.. how long should i wait further ? how can i get my passport back from UKVI
","visas, uk"
Entering Mexico and re-entering the USA with visitors visa,"Some of our friends from Russia will be visiting us in US on a visitors visa. We wanted to go with them to Cancun, Mexico. Will they have any trouble entering Mexico or returning to the US? 
","usa, b1-b2-visas, mexico, russian-citizens"
Can I travel to the UK one day before my visa starts?,"I am planning to travel to the UK with my mother. Her visa is valid from 15th June and my visa's validity starts on July 1st. 
I will be leaving from Chennai on June 30th, with a transit in Mumbai, but the arrival in the UK is late on the 30th of June. Will I be permitted to travel or will I be prevented from boarding because of the July 1 validity? 
Do I need to apply for a vignette transfer? I'm confused about it, as some sites say it is only for those with a new passport. If I do need a vignette transfer, what is the procedure and what documents are required? 
","visas, air-travel, uk, indian-citizens"
Am I able to travel to the Netherlands without a visa to seek asylum?,"Can I travel to the Netherlands to seek asylum with out a visa, because I want to seek asylum?
Will Kenya Airways allow me to board a plane with out a visa to Schiphol Airport, considering I have my passport?
","visas, customs-and-immigration, netherlands, refugees"
Italian residence card,"I am a Russian passport holder, who used to live in Italy but moved to the United States two years ago with my husband.
I want to go see my family who still live in Italy. My Russian passport is going to expire in 1 month, and I plan to renew it while I'm visiting. I was told that, because I have a permesso di soggiorno, the Italian residence card which doesn't expire, I do not need a visa. 
Is that correct, that I can enter Italy as my country of residence without any problems? I have a flight ticket, as well, to return in 3 months. 
","visas, customs-and-immigration, italy, russian-citizens, us-residents"
Does Russian customs require outbound RF travellers to evidence destination hotels booked?,"A Russian woman I know has been told by her travel agency in Russia that she MUST have evidence of a booked hotel (in this case, in Thailand) before she will be allowed to depart Russia on a holiday.  She will be staying with me, and I have a hotel already booked. She has tickets, valid passport of course. 
",russian-citizens
Overstayed UK Tier 4 student visa,"In 2011, I went to Bournemouth to study English, but I overstayed for almost 4 months after my visa expired. It has been 5 years since I left the UK.
Now, I would like to apply for a visa, to visit a friend, but I'm afraid to risk a refusal. Will my overstay affect an application for a tourist visa?
","visas, uk, overstaying"
Can a Chinese citizen travel to Hong Kong on a HK passport?,"Can a Chinese citizen travel to Hong Kong with the HK passport (issued in China to visit HK for up to 7 days) and, after arriving in Hong Kong, use a second passport from a country that allows dual citizenship and travel on to another country?
The initial part of traveling to Hong Kong is clear and straightforward, but the second part, when leaving Hong Kong with another passport, and when returning to China 3 weeks later, will there be issues with the Chinese Customs authorities?
Has anyone with kids born in China with one parent being a foreigner experienced this?
","dual-nationality, hong-kong, chinese-citizens"
Are there any museums or sites in Ireland honouring William Rowan Hamilton?,"I'm travelling to the Republic of Ireland (via the UK) from Australia and wanted to visit a number of sites of scientific history. 
One at the top of my list is William Rowan Hamilton. I'm aware there is a walk - where you can visit the spot where he thought of quaternions. 
But can you visit his house, or his office, or a museum.
My question is: Are there any museums or sites in Ireland honouring William Rowan Hamilton?
",ireland
How to insure valuables in checked luggage?,"This question was already asked here 
How to insure checked luggage?
...but there were no satisfactory answers.   However that was from a few years ago.   Since that time we've had new restrictions put in on bringing laptop computers and cameras into the passenger cabin on flights from the ME to the US and UK, and there are heavy rumours that the US government is about to place such restrictions on all flights from Europe.
I travel for photography, so I routinely bring a pair of camera bodies (one for backup) and a bunch of lenses. (I also travel with a laptop)  I've always brought them on board as carry-on.    The total value of the gear I bring is typically $20K-30K, with maybe $6-10K of that my DSLR bodies.     The travel insurance companies I've contacted won't sell me anywhere near that much insurance for checked luggage.
What do people currently do traveling on routes from the ME to the US and UK, for example?
","air-travel, luggage"
Visiting my Girlfriend in the US for two months - what's the likelihood of a problem?,"I am from England and I met a girl from the USA online.
This summer, I went to visit her for two weeks, and on arrival was not let through the main barrier, and instead had to go through to another room (which I'm assuming is secondary inspection) and asked more questions, where I was eventually let though, and had an amazing two weeks before flying home.
We would both like for me to go again next summer, ideally for a longer time (the two months she is on summer break from college), however I am very worried about having problems in immigration again.
I'm just asking what the likelihood of there being a problem is, and what I can do to make things go as smoothly as possible.
It seems like the biggest worry to them is that I would stay - which I have no intention to do whatsoever. The thing I am worried about is I will just have finished uni, so have no uni to go back to, and unless I'm very lucky I won't have an immediate job to go back to, they will think I don't have much tying me to the UK. I just want to make use of the fact of I can go there for a few months before I find work and have a few weeks holiday.
So, do I have much to worry about, or was my experience the first time unusual?
","visas, usa, esta"
UK Tourist Visa,"My girlfriend has been studying in Europe, while I have been back home studying in the UK. 
She received a standard visitor visa initially, and has entered the UK three times, for a total of approximately 3 weeks. 
As her studies are finishing in Sweden, will she be able to reapply for another visitors visa straight away?
I have heard conflicting advice, with some thinking that a new visa can only be awarded one year after an initial application. In other words, can you have only  one six-month window every year?
","visas, uk, tourist-visas"
Turkish Airline & Aegean Airline Interline Baggage,"I'm planning to book the flight route of HKG/IST/ATH/HER in 2 legs. With the first leg being HKG/IST/ATH with Turkish Airline and the second leg being ATH/HER with Aegean Airline. And I have to buy a separate ticket for the 2 different legs. 
However, the layover time in ATH is only 1hr15min and it will be a transit from international to domestic and 1hr15 is not going to cut it with 2 separate tickets if I need to clear customs and re-check the bags.
As Turkish and Aegean are both members of Star Alliance, does anyone know whether I can interline and tag my bags from HKG when I check-in and only collect my bags when I land in HER? If so, do I need to check-in online for the ATH/HER leg and print the boarding pass before I check-in in HKG or is it possible for me to collect the boarding pass at the transfer counter in ATH? Is it possible on 2 separate tickets with 2 different airlines?
If none of the above work, I will have to wait in ATH for close to 6 hours for the next flight to HER.. If anyone has experience in interlining / tagging bags between Turkish and Aegean Airline in an international Dometic transit?
","transit, luggage, turkish-airlines, aegean-airlines"
How early should I contact potential hosts for CouchSurfing?,"I want to give CouchSurfing a shot as I'm going to be travelling to Japan and my #1 priority would be to socialize.
In what time frame should I be looking for potential hosts?
","japan, bookings, tips-and-tricks, etiquette, couchsurfing"
What are the UK departure and re-entry rules?,"I am allowed in the UK under the 6-month visa waiver program. Last year, I was in the UK from May 28th to November 20th, so just a week short of the full 6 months. I re-entered at Dublin on May 6th, and was given a 6-month visa for my stay in Britain. 
I would like to travel to the Schengen area and stay for 2-3 months. If I were to leave the UK before the 6 month time limit, would I be able to re-enter the UK and stay for the reminder of the 6 months I was given?
I'm 17 years old, from the USA, and I stay in Britain with my boyfriend and his family. Once I turn 18, we will be applying for a spouse visa and would appreciate information on that, if possible. 
","visas, schengen, uk, us-citizens"
Can I enter Bulgaria (Schengen joiner state) if I have a Schengen ban?,"I am from Argentina and I would like to know whether I can enter Bulgaria. 
I  overstayed in the Schengen area and when I exited Greece, on my way to Turkey, I was told that have a penalty of 1200€ or a 4-year entry ban.  
As I understand it, countries like Bulgaria, Romania and Croatia are part of the EU, but are not yet Schengen, correct?
I want to travel this summer in the Balkan Peninsula but I don't know if my ban includes the joiner states.

Note: Bulgaria and Romania are currently in the process of joining the Schengen Area.
Note: A visa is generally not required for Argentine nationals visiting Bulgaria.
","visas, schengen, romania, removal, bulgaria"
Round Trip cancel return for one person,"I purchased one ticket round trip for two people. But one person wants to stay and not come back. So, what should I do? Can i just fly back without him? 
",air-travel
Which documents will my Indian sister need from me to apply for a German Schengen visa?,"I am an Indian citizen, currently working in Germany. I am planning to invite my sister, who is studying in India, to Germany in December. She will stay with me. Could someone tell me what documents I should prepare to send her an invitation?
","visas, schengen, indian-citizens, germany, applications"
Travel between Brussels airport and MIDI RR station,"Ways and time to travel between Brussels Airport and MID railroad station
",public-transport
Singapore Visa for Chinese passport holders,"Trying to find information about visa requirements for Chinese nationals to enter Singapore for a short stay visit. The official website mentions that Chinese passport holders require a visa for entry but some pages mention a 96hour visa (VTFT) which includes Chinese citizens with permanent residency in US, UK, Australia  etc
The VTFT is mentioned  in the official website for Indian nationals and CIS passport holders but not for Chinese passport holders.
Does anyone have recent knowledge or experience with this?
","visas, singapore, chinese-citizens"
Are there tips and tricks to overcome a fear of flying?,"Are there tips and tricks for people with fear of flying that can makes them have a more pleasant experience when flying? I know drugs can do magic, and we've previously had debate on pills vs alcohol. I'm ideally after official advice and recommendations, but other tips and tricks would be nice as well.
","air-travel, health, tips-and-tricks"
Do I need a direct air transit visa for the UK when I have a US B1/B2 visa?,"I have a Serbian passport and I want to travel to America, but there's a 2 hour stop in London, Heathrow.
I have an approved B1/B2 Visa for USA.
So, do I have to apply for a Direct Airside Transit Visa? Or is my US Visa enough?
","visas, uk, transit, datv, serbian-citizens"
Getting SIM card with EU-wide coverage with mobile data plan,"I will be traveling to several European countries in August with a large group and want to be able to keep in touch with everyone with ease and affordably. I won't need much in the way of minutes/sms since there are multiple smart phone apps that can do that over data, so I am more interested in data.
I've seen plans from Lebara, Lycamobile, and Vodafone that all vary in price and roaming charges, but I've also read that come July, roaming charges will no longer be allowed in the EU. Now I'm confused and looking for advice from anyone who may know what the best option may be.
Is this something I should purchase ahead of time and ship to my home, or should I just wait until I arrive in the UK and buy a SIM there?  I will be leaving the UK after one day and heading to the Netherlands, then off to Spain and Italy before returning to the UK for one day.
","uk, cellphones, data-plans, roaming"
Which train routes are permitted when going from Great Britain to other parts of the UK?,"I often get rail & sail tickets which begin in Great Britain and end in Northern Ireland.  These tickets usually specify which boat crossing they are valid on, but I've never seen them specify which rail routes they're valid on.
I've tried to work out exactly what routes are allowed - the tickets aren't international travel (they're all within the UK), so it would seem that the standard routeing guide should apply.  However, I've found that the pink pages only list routeing points for Great Britain, not Northern Ireland.  There's no mention of how to apply the routeing guide to these journeys (though there is an easement for Belfast to Glasgow Central via Paisley Gimour 
Street).
An example of the type of thing I'm trying to figure out is whether, when going from London to Belfast via Cairnryan it is permissible to use the East Coast Mainline, or just the West Coast Mainline.  (But I'm more interested in how you work this out than the actual answer).
","trains, tickets, uk, northern-ireland"
Will removal from UK for overstaying have any impact on US business Visa application?,"I am an Indian citizen,I had been removed from UK on 2011 for overstaying on my Visa. will that performance history have any impact if I apply for US business from the company I am working now.Please advise
",legal
Forgot to add one year old child's details while booking an Indian Railways ticket,"I had booked a ticket for travel through Indian Railways using IRCTC and got a confirmed ticket. While booking, I forgot to mention the details of a one year old child who will also be traveling.   
Will it create any problem while boarding the train?
","indian-railways, age-limits, irctc"
Are there self-guided tours in Boston/Harvard?,"We're heading to Boston in December, when all (?) of the walking tours are on hiatus over winter.  Are there any good self-guided tours of Boston or Harvard, especially with a focus on architecture and/or history?
","walking, boston, self-guided"
What are the luggage storage options available in Porto?,"I have a day to kill in Porto and a large suitcase I don't wish to haul around the city. Once I'm done touring I'll be heading for the airport. What are the luggage storage options available in Porto?
","luggage-storage, porto"
US tap water safety: leaded or unleaded?,"I've read reports about how thousands of localities in the US have severe lead contamination of their tap water (and lead is a very dangerous substance to imbibe at any concentration). On the other hand, answers here on the site, e.g. the accepted answer to:
Is tap water in US safe to drink?
claim that

Virtually all municipal water systems in the United States provide clean and safe drinking water. 

So, which is it? And more importantly - how can I tell whether tap water where I'm staying in the US is really safe to drink?
","usa, tap-water"
"Driving Toronto To Vancouver through the states, places to stay/see","I am planning to drive from Toronto to Vancouver through the states (I have done this once through Canada) I was just wondering if anyone can recommend places to visit/stay/eat (plan on seeing mt.rushmoore) Most likely taking the I-90w most of the way. Cheaper the better. We are planning a quick drive 4-6 nights depending on how good the attractions are. 
Any other advice would be great!
","usa, driving, canada, toronto, vancouver"
Do Lithuanians need a visa to visit the United States?,"I'm Lithuanian, 16 years old, and travelling for the first time. I want to visit the United States. Here's what I'm trying to understand:

Do I need my parents' consent to book flight tickets and to fly?
Do I need to apply for a US visa, or do I get a visa on arrival in the US?

","visas, usa, customs-and-immigration, visa-free-entry, lithuanian-citizens"
"Singkil to Balai, how to?","I heard there was a public boat but also some speed boat going from Singkil (Aceh province, Indonesia) to Balai (Banyak islands, Indonesia).
Is this correct? is there other options of transportation? if yes, can you provide more details (time, price, comfort, safety, way of booking)?
http://en.wikipedia.org/wiki/Banyak_Islands

","transportation, sea-travel, indonesia"
Purpose of Travel for Students,"I am a student. I want to go to Canada and visit for a couple of months and then go home. What should I write in the ""Purpose of Travel"" section? Could you give me some successful samples? 
","visas, canada, applications, visit"
Old passport has missing pages. What should I tell the Visa Officer during the visa interview?,"I am applying for US F1 visa. My old passport had some mistake in my surname. So I got a new passport two years back. I did not know that I may need my old passport during the visa interview. My sister took my old passport saying that she will play with it. When I asked the passport back I discovered she has torn down two of its pages, including the first page where they put the CANCELLED stamp. All the personal information pages are intact. Do visa officers scrutinize the old passports ? Now what should I tell the visa officer if they ask me about the missing pages ?
P.S.: My old passport did not have any visa stamp on it.
","visas, usa, passports, india, f1-visas"
Second Schengen visa at earlier date,"i am already having a schengen visa stamped on my passport for travel from august 5  , 2017 to august 12/2017. if i need to travel from july 10 to july 15 , 2017  in addition, (this plan was added after the earlier visa was issued / stamped on my passport)  will it be possible to get a separate visa for the earlier dates ie., a second visa.
","visas, schengen"
Do I have to travel home before returning to India?,"I entered India with multiple entry tourist visa, with a stay not more than 90 days at a time. To exit and re-enter India, do I need to return to my home country, or can I travel to any country?
","india, tourist-visas, multiple-entry"
Skype interview for Italian consulate,"This is our first time travelling to Europe/Italy as a tourist. We have submitted all the documents. The Italian Consulate has scheduled a May 23 Skype interview for me and my husband. Our travel date is the 26th of May. 
Is there any way to schedule the Skype interview sooner? Is there any way to contact them to request this?
",italian-schengen-visas
How to get from Toronto Downtown to Pearson Airport,"I am staying in downtown Toronto (near the Church/Adelaide St crossing). I will have to catch a national flight from Pearson Airport (YYZ). The flight is leaving at a proper time (around noon) on a weekday. How can I effectively (quick, cheap) get from downtown Toronto to YYZ by public transportation?
","public-transport, canada, toronto, yyz"
Can you travel to Canada if banned from the USA?,"This page from the Government of Canada indicates the two countries are sharing relevant information. So would Canada refuse entry to someone who is banned from the US because of overstaying?
","usa, customs-and-immigration, canada, visa-refusals, overstaying"
"Cheap but comfortable way to get from Kingston, ON, Canada to Toronto?","At end of August I have to go from Kingston, ON in Canada to Toronto. I'm looking for the cheapest way to get there, that has a least some comfort. So I don't want to hitchhike, but taking the train, take a car or even flying would be fine for me.
What are my options? How much does it cost? How long does it take? Where can I find further information?
","budget, public-transport, canada, toronto, ontario"
A quick trip to France whilst on holiday in the UK,"I am a UK citizen married to a Thai National. We're going to the UK in July for a 2 month holiday and we'd like to pop over to France via the Plymouth-Roscoff ferry to spend 5 days at my brothers holiday home in Brittany. My brother would be driving us there and back.
Do we really have to go through the whole schengen palaver here in Thailand or is there an alternative for such a short trip? My wife has a tourist visa for the UK all sorted. She also has good travel insurance for the trip.
","visas, schengen, uk-citizens, spouses"
UK visitor application with sponsor from a non-british citizen working in UK,"I’m a Vietnamese. I have an Indian friend who is working in the UK. He wants to invite me to visit him in the UK and he is willing to pay for my expenses. Even though I’m working right now, my earnings will not be sufficient to cover up my trip so he said he will send me money in order to meet the visa requirement but I’m still worried my visa may get rejected because I myself cannot have that big amount to prove my financial ability. And I think even if I say my friend agrees to sponsor my trip and he sends me money, the visa officer will still doubt that and reject my application. Anybody was in the same situation can give me some advice? Thank you!
","visas, uk, proof-provenance-of-funds, vietnamese-citizens"
Can a UK visit visa holder apply for a Schengen visa while in the UK,"My partner is awaiting a decision on his UK visit visa. If it's granted, is it possible for him to apply for a Schengen visa once he arrives in the U.K.? I would like us to go to Barcelona or maybe Paris or Rome for a few days (say 3 or 4 max)
","visas, schengen, uk, visit"
Is it possible to book train tickets online in Thailand?,"Can I book Thai railway tickets online?
","trains, online-resources, bookings, thailand, train-stations"
From Asia to Lat America on the cheap,"I'm looking for a way to get cheaply from Asia, SEA or India to Lat America: Mexico, Colombia, Dominicana, Cuba or Equador. Maybe Peru also.

not through the US
preferably not through Japan or Europe because even transit for me might require a visa. Although, I'm not sure yet, maybe not
long, indirect flights - no problem
from HK, Singapore, China or somewhere else -- doesn't matter
my budget is around $500. The less - the better.

I've searched but haven't found anything. Your ideas?
","budget, china, planning, mexico, routes"
Are outdoor equipment stores open on a Sunday afternoon in Arusha?,"I'll arrive in Arusha on a Sunday around noon, to start a Kilimanjaro trek the day after. While I have most of the required/recommended gear, I need to get a few extra things. I have the option to rent from the trekking company, but I've also considered buying some of it as I might have use of it later. I haven't found good outdoor equipment stores in the country where I'm currently living, otherwise I'd have bought it already.
So, my question is twofold: are there stores for outdoor equipment in Arusha? If so, are they open on a Sunday afternoon?
","africa, tanzania, kilimanjaro"
Is there an easy way to calculate the total cost of tolls for a trip within the United States?,"Is there a convenient way to calculate the cost of tolls between two arbitrary points within the United States? I'm planning to take a trip along the Eastern seaboard and will be passing through multiple states with different toll-collecting authorities. The mapping and trip planning resources I've found so far will only indicate whether a particular section of road has tolls, not the price of those tolls. I'm aware that the various toll-collecting authorities post their rates online, but these charts are often difficult to use if you're not already familiar with the area. Isn't there an easier way?
","usa, planning, driving, road-trips, tolls"
It is possible to travel to the United States with a dog (from Brazil)?,"It is possible to travel to the United States with a dog (from Brazil)?

Brazil has different laws of europe


If it's possible, how the dog is transported ?
I need a special document ?
The dog needs to be vaccinated ? which ? how to prove that he took the vaccines ?
The dog needs to use any safety equipment? for him and other people ?

","usa, nature-and-wildlife"
The ESTA website is down for a few days now. What are the alternatives?,"The ESTA website has been down for days, and I wanted to check the validity of my ESTA. Trying to find an alternative I called the US Consulate in Athens (uselsess, they gave me the wrong phone number for CBP) and waiting at the CBP line 20 minutes though useless information (Seriously usability score is 0) until a very helpful lady there gave me the actual ESTA office phone number (at the moment of writing +12023443710) which I called at 09:30 EDT on Friday and was told that they cannot answer the phone right now as their normal office hours is 07:30 to 17:00 EST (I am sure they meant EDT/EST) Monday to Friday. Can anyone tell me what are the alternatives for and to obtaining an ESTA (and checking validity of one)? Is there some US gov service that actually answers? What will happen if I get there and the immigration officer tells me that my ESTA has expired?  
UPDATE: The problem seems to be from my IP (and the http does not get redirected to https) and I managed to work around it by using a VPN to New York. I will hold out for an answer about alternatives as that is what the question was about. 


","usa, esta"
Documents required for visiting Canada for an onsite job interview,"I want to visit Canada for an on-site job interview in a tech company. I am currently in Bangalore, India. I already gave my resignation notice at my current job as a software engineer, and I am still serving out the notice period which ends in one month.
From the Visit Canada website, I know that I need a visitor visa, which requires ""Proof of Means of Financial Support (required).""
Since I'm serving out my notice period, my employer might not be willing to give me an employment letter. Since I won't be employed in a month, which option should I chose, that I have a job currently, or that I don't have a job?
What do I need to provide to satisfy the employment letter requirement: is the letter of employment mandatory in my case?
I have following documents:

Bank statement of past four months, of salary account.
Resignation e-mail with confirmation.
Initial job offer letter from the current employer.
Pay stubs.
Proof of accommodation fees.

Can I provide a copy of above 5 documents and also attach letter stating that I have recently resigned from my job, hence, could not provide employment letter?
","canada, paperwork, standard-visitor-visas, proof-of-employment"
Are there any flights from Medan to Singkil?,"I'd like to go (again) to the Banyaks archipelago on July this year (2017). So does anybody know if there are flights between Medan and Singkil, or Medan and an island on Sumatra west coast ?
It existed 4 years ago, but two years ago, it has disappeared...
franck
","airports, sumatra-indonesia"
Can I travel to Romania with schengen visa issued by the embassy of The Netherlands and staying for a longer period in Romania than in Amsterdam?,"I'll be travelling to Europe next July but I want to visit Romania and stay for a week and also go to Amsterdam for 4 or 5 days. Can I apply for a schengen visa from the embassy of The Netherlands? Will it permit me to enter Romania?
","visas, schengen, paperwork, netherlands, romania"
Do debit cards satisfy liquidity requirement at UK immigration entry,"I know about the requirements concerning proof of funds for UK immigration purposes. They are well laid out in the answer to Can I convince embassies to accept my overpaid credit card as a proof of funds. My question however is not covered in the answer in the linked question.
One requirement is that the money is in liquid form and actually available to the applicant.
I will be traveling to the UK with bank statements and everything showing the provenance of the funds in my account etc. However I will not be carrying physical cash more than £20, I hate carrying cash and for even the smallest transactions I use credit cards, partly to accumulate points, the protection and the exchange rate.  
For the UK, my question is will carrying a debit card linked to my accounts be considered liquid enough and a proxy for cash? What about a credit card? Note that I am not using the cards as proof of funds, my bank statements etc cover that. I am only using them as proof of liquidity. I am concerned because the immigration officer kept asking me how much cash I had on my previous visit although I had shown him credit and debit cards. I know for the Schengen areas credit cards are acceptable.
","uk, payment-cards, proof-provenance-of-funds"
Reapply for a UK visitor visa; do I really need to send all the documents again?,"After checking the reasons why my wife has been refused a visa, our mistake was not providing some additional documents. She would like to reapply.
Do we need to send all the documents again with her application to VFS, or can we just send the documents needed to satisfy the points on the refusal letter?
The ECO have kept copies of payslips, bank statement and rental contract.
","visas, uk, paperwork"
Can I convince embassies to accept my overpaid credit card as a proof of funds?,"I managed to put a few $k USD in my PayPal account from a side business over time. Now, the only problem is PayPal does not have the option to send me the money in a cheque to cash it due to my location, as they do not have that option for countries other than the US. The only option I have is sending the money to my credit card. 
In addition to that, my credit card issuer allows me to overpay my credit card, and the excess amount will be treated as if it was on a debit account, that's cool but I can't withdraw that money in cash, because cash rules will still apply if I try to cash that amount from any ATM, meaning I will lose some good % from that money.
So basically I will have a credit card with a few extra $k ready to be spent without taking any credit from the bank. 
Will the US embassy or any EU embassy accept this as a proof of fund since it is as good as cash in my checking account (I can provide the embassy with a credit card monthly report which shows this)? I searched and found nothing related to this. 
","visas, schengen, legal, proof-of-funds, proof-provenance-of-funds"
Is it allowable to transfer from one terminal to another just for night stay?,"It seems some of the terminals have good sleeping area in Paris CDG airport. My arrival and departure terminals may be different. Will I be allowed to go to a terminal where I want to spend my layover in as I wish? Or do I have to stick to my departure terminal?
","layovers, cdg"
Enforcement of translational requirements for UK short term visitor visa from Italy,"I am an Indian living in Italy and I am going to the UK for a leisurely family vacation for about 10 days. 
Please note, this application is not very straight forward. There are four applicants, one applicant is applying from India another two are applying from Singapore and I am applying from Italy. 
The checklist at the top has the statement   

all documents must be in English
translated documents must be certified

I got the proof of accommodation from my commune, but it is in Italian. Getting it translated, isn't such a big deal as the commune itself provides multi-lingual certificates.
For the rest of the documents, this is an issue. Such as for ""Evidence of being in education"", my university provides an online certificate for this purpose which is in Italian. 
Multiple acquaintances said that they provided their Italian house contract (in Italian) as proof of residency and no requirement came up for translation. 
Can anyone comment on how strict are they while enforcing the translational requirements of documents in respect to a short term visitor visa? 
","visas, uk, indian-citizens, italian-residents, translations"
Can I move between terminals at JFK without going through security again,"They have AirTrain and Ground Transportation. 
But I want to avoid going through security again at the next terminal. 
",jfk
Can I buy a plug adapter in Frankfurt airport?,"I'm going to travel from EU to US in a week and I need a plug adapter to charge my phone. But I'm having trouble finding a store that sells US to EU adapters in the city where I live (Riga).
I'm going to have a 2 hour layover in Frankfurt so I'm hoping to purchase an adapter during that time. Are there any stores in the secure area of Frankfurt airport that sell plug adapters? If so, how do I find one?
Note that I don't need to convert frequency or voltage (most phone chargers support 50-60 Hz and 110-220 V).
This is the kind of adapter I'm looking for:

","usa, airports, electronic-items, shopping, fra"
Mexican citizen flying to Canada via USA,"I am a Mexican citizen wanting to travel to Canada. The only flights I can find have two layovers in the USA. Is it possible to make the trip?
","usa, canada, transit-visas, mexican-citizens"
"Where can I find information about extending a Chinese tourist visa in Xi'an, Shaanxi?","I have extended a tourist visa in China before in Guangzhou, which is a big city with a lot of foreign expats. The building was dedicated to this stuff and the process was exceptionally smooth. It was easy and efficient even though I only had about one day left on my current visa.
Without VPN I have no Google and other search engines are absolutely useless for finding this info about Xi'an, even though it's also a major city. (Please don't answer or comment telling me to get VPN. Ask me in chat if you want.)
Other answers I find for other cities or smaller towns seem to be much more involved than what I had to do in Guangzhou. If it's that complicated here I might not bother. If it's easy like in GZ I'll probably do it. For instance many say you need a week or more left on your visa. This was not the case in Guangzhou at all.
Is there an official site on this for Xi'an? Or can somebody find a traveller's description of the process in Xi'an? (Blogspot is blocked in China so if you find somebody's story there, please add the key points in your answer.)
","online-resources, china, tourist-visas, visa-extensions, xian"
Denmark Schengen visa reapplication,"I would like to re-apply for a Schengen visa for Denmark. Is it okay if a representative takes my application or do I need to bring it in person? 
","visas, schengen, applications, denmark"
Enhanced New York State License with name not in proper order,"My brother received his Enhanced New York State driver's licence and his name is not displayed properly- (First name is where Last name should be - Middle name where First name should be and Last name where Middle name should be. There is a comma separating Middle and Last names however). 
Is this document valid for entry into Canada and back into the United States, or must it be corrected to be valid? Checked with New York State D M V, but they could not furnish a definite answer. I could not contact either the U S or Canadian border Patrols for any clarification. We are traveling this coming Friday.   
","usa, canada, international-travel, paperwork, driving-licenses"
